"","translation","german","category","macrocategory","subcategory","unit.of.measure","z1641","z1644","z1645","z1646","z1648","z1656","z1657","z1659","z1662","z1663","z1664","z1665","z1668","z1670","z1671","z1672","z1673","z1674","z1675","z1676","z1677","z1678","z1679","z1680","z1681","z1682","z1683","z1684","z1685","z1686","z1687","z1688","mean","max","min","X1640","X1641","X1642","X1643","X1644","X1645","X1646","X1647","X1648","X1649","X1650","X1651","X1652","X1653","X1654","X1655","X1656","X1657","X1658","X1659","X1660","X1661","X1662","X1663","X1664","X1665","X1666","X1667","X1668","X1669","X1670","X1671","X1672","X1673","X1674","X1675","X1676","X1677","X1678","X1679","X1680","X1681","X1682","X1683","X1684","X1685","X1686","X1687","X1688"
"101","oxen",NA,"Meat","Meat","Beef","Stück (Piece)",-0.2966199565,-0.3233513945,-0.3536470243,NA,NA,-0.383942654,NA,-0.4142382838,NA,-0.2431570805,-0.3180051069,NA,-0.330479778,2.663441279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.696428571",70,1,NA,"1",NA,NA,"1","1","5",NA,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,25,NA,NA,12.5,"4","11",26,NA,NA,"2",NA,9,1,1,1,1,1,1,1,1,14,NA,NA,1,1,1,1,1,2,1
"109","Pickled deer",NA,"Meat","Meat","venison, wild","Thonne",-0.1767169908,-0.3638290987,-0.6756826118,-0.2390876934,NA,NA,NA,-0.5197558552,NA,-0.6756826118,-0.8004240171,NA,NA,NA,NA,NA,NA,NA,1.725589439,1.725589439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25.625",103,0,NA,"17.25",NA,NA,"6.25","8","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,0,NA,NA,NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","pickled pork",NA,"Meat","Meat","pork","Thonne",NA,NA,NA,NA,NA,NA,NA,0.7071067812,NA,NA,-0.7071067812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.75",8,0,NA,"",NA,NA,"","1.5","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,0,NA,NA,NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","pickled wild cow",NA,"Meat","Meat","beef, wild","Thonne",0.6141086036,0.1177306649,0.1940965017,-0.4168301921,NA,NA,NA,-0.7604764573,NA,2.828717868,0.3086452567,NA,NA,-0.4168301921,NA,-0.6077447839,NA,NA,-0.6841106206,-0.6841106206,NA,NA,NA,NA,-0.4931960288,NA,NA,NA,NA,NA,NA,NA,"1.428571429",4,1,NA,"",NA,NA,"","0.62","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","pig",NA,"Meat","Meat","Pork","Stück (Piece)",0.7812562142,0.261621596,-0.9508591799,0.6946504445,NA,NA,NA,0.1533643838,0.04510717172,-0.9292077374,-0.2580130222,NA,-0.6910418707,-0.7126933132,-0.8859048526,NA,NA,NA,NA,NA,NA,NA,2.491720166,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15.84615385",88,1,NA,"59.75",NA,NA,"26","53","60.25",NA,1,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,2,"74.75","23.5",2,NA,NA,"0.5",NA,1,3,1,1,1,1,1,1,1,15,NA,26,1,1,1,1,NA,2,NA
"125","pig's head",NA,"Meat","Meat","Pork","Stück (Piece)",1.47643059,NA,NA,-0.2427009189,NA,NA,NA,-0.6269773738,NA,NA,NA,NA,-0.6067522972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.15384615",95,0,NA,"190.5",NA,NA,"142.5","145.5","115",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,0,NA,NA,NA,"89","2",NA,NA,NA,"",NA,9,NA,4,NA,NA,2,2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA
"135","quail",NA,"Meat","Meat","Bird, wild","Stück (Piece)",1.616801405,1.333275361,0.04452061838,0.4311470412,NA,NA,NA,-1.16690884,NA,0.8950987486,-0.9864831758,NA,-0.9091578912,-0.6771820375,-0.9349329861,NA,NA,NA,NA,NA,NA,NA,0.3538217566,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19.75",93,0,NA,"3",NA,NA,"649","1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,0,NA,NA,NA,"26","13",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","rabbit",NA,"Meat","Meat","wild","Stück (Piece)",0.8728334643,0.8250069731,1.398924867,0.944573201,NA,-0.8010937275,1.518491095,-0.9684864466,NA,-1.088052675,0.7293539907,NA,0.05978311399,-1.064139429,-0.8728334643,NA,NA,-0.7532672363,NA,NA,NA,NA,-0.8010937275,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36.09090909",98,0,NA,"87",NA,NA,"87","249","457",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,0,NA,NA,NA,"692","109",NA,NA,NA,"10",NA,19,9,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","roe deer",NA,"Meat","Meat","venison, wild","Stück (Piece)",0.7902982201,1.436524375,-0.2559726978,1.92888716,NA,NA,NA,-1.040675886,NA,0.05175404273,-0.1944273497,NA,-0.1944273497,-1.086834897,NA,NA,NA,NA,NA,NA,NA,NA,-0.4406087422,NA,NA,-0.9945168752,NA,NA,NA,NA,NA,NA,"31.18181818",105,0,NA,"67",NA,NA,"62.75","80.75","127.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,0,NA,NA,NA,"51","3",NA,NA,NA,"1",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,1,NA,NA,NA,NA,NA,NA
"146","sandpipers",NA,"Meat","Meat","Bird, wild","Stück (Piece)",-0.6616904875,-0.5196691145,-0.3776477416,0.9005446147,NA,NA,NA,-0.2356263687,-0.8037118604,-0.6616904875,2.60480109,NA,-0.09360499579,0.3679644662,NA,NA,NA,NA,NA,NA,NA,NA,-0.5196691145,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25.88888889",50,0,NA,"167",NA,NA,"125","256","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,0,NA,NA,NA,"311","",NA,NA,NA,"6",NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","sheep",NA,"Meat","Meat","Other","Stück (Piece)",-0.5976246694,0.2930288702,1.480566923,1.210671911,NA,NA,NA,-0.813540679,NA,-0.7865511778,NA,NA,-0.7865511778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.022727273",27,1,NA,"1,268.50",NA,NA,"1,164.75","1,172.25","1381",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,6,NA,NA,2,"1,093.50","190.5",NA,NA,NA,"1",NA,10.25,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","small birds",NA,"Meat","Meat","Bird, wild","Stück (Piece)",-0.005795845966,-0.2144463008,-0.2144463008,-0.1912629169,NA,NA,NA,2.335725924,NA,-0.8751727409,NA,NA,-0.8056225893,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02897922983,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76.4",426,0,NA,"649",NA,NA,"50","296","391",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,0,NA,NA,NA,"118","",NA,NA,NA,"0",NA,426,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","snails",NA,"Seafood","Meat","","Stück (Piece)",-0.1590220181,NA,1.749242199,-0.7155990816,NA,NA,NA,-0.7421027512,NA,0.5830807331,NA,NA,-0.7155990816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53.375",420,1,NA,"",NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","snow bunting",NA,"Meat","Meat","Bird, wild","Stück (Piece)",0.4259897168,0.1657697541,-0.2679301839,-0.5108021491,0.2004657491,NA,NA,-0.2158861913,2.282225451,NA,NA,NA,-1.031242075,-1.048590072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",1,1,NA,"",NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","sparrows & skylarks",NA,"Meat","Meat","Bird, wild","Stück (Piece)",-1.417374521,0.8733317756,0.07158457177,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4724581737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.142857143",44,1,NA,"",NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"280","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","starling",NA,"Meat","Meat","Bird, wild","Stück (Piece)",-0.34959648,-0.6963398546,-0.2009921767,-0.4321544263,-0.3908754532,-0.6055261136,3.667879583,-0.1019226411,NA,-0.1184342303,-0.4982007834,NA,-0.5147123727,-0.09779474376,-0.2092479713,0.4677271885,0.0219142784,-0.4073870425,NA,NA,NA,NA,0.4656632399,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.14285714",48,1,NA,"107",NA,NA,"24","19","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","suckling pig",NA,"Meat","Meat","Pork","Stück (Piece)",-0.7071067812,NA,0.7071067812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.16666667",46,0,NA,"432",NA,NA,"227","160","170",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,0,NA,NA,2,"279","105",NA,NA,NA,"0",NA,4,3,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","swans",NA,"Meat","Meat","bird, wild","Stück (Piece)",NA,1.30558242,NA,-0.7833494518,NA,NA,NA,NA,NA,0.2611164839,NA,NA,-0.7833494518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.875",1,0,NA,"",NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,0,NA,NA,NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","thrush",NA,"Meat","Meat","Bird, wild","Stück (Piece)",1.667688795,-0.521735042,-0.3121093555,0.0838502746,NA,NA,NA,-0.917694672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25.88888889",67,1,NA,"1680",NA,NA,"116","345","2351",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,12,NA,NA,NA,"18","2068",NA,NA,NA,"",NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","veal",NA,"Meat","Meat","Beef","Stück (Piece)",-0.2553348448,NA,0.05933837942,-0.8091597194,NA,NA,NA,NA,-0.8846812932,-0.6203557848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5628155381,NA,1.947377725,NA,NA,NA,NA,NA,NA,NA,"40.015625",159,1,NA,"977.85",NA,NA,"523.13","685.85","779.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,3,NA,NA,18,"1,646.50","148.75",NA,NA,NA,"4",NA,20,12.5,15,14.5,NA,NA,NA,NA,NA,68.25,NA,159,NA,NA,NA,NA,NA,6,NA
"170","waxwing",NA,"Meat","Meat","Bird, wild","Stück (Piece)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53.9",240,1,NA,"343",NA,NA,"","580","186",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,15,"2076","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,NA,240,NA,NA,NA,NA,NA,NA,NA
"172","westphalian ham",NA,"Meat","Meat","pork","Stück (Piece)",0.2001132649,-0.8504813757,1.484173381,-0.111174036,NA,NA,NA,-1.35632324,NA,1.01724243,-0.3835504243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",1,1,NA,"3",NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","wild boar",NA,"Meat","Meat","pork, wild","Stück (Piece)",-0.1152188251,NA,0.2486300964,0.4669394493,NA,NA,NA,-1.643384295,NA,1.376561753,-0.3335281781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33.31818182",95,0,NA,"41",NA,NA,"31.37","30.75","86.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,0.5,NA,NA,NA,"37","3",NA,NA,NA,"94",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"175","wild geese",NA,"Meat","Meat","bird, wild","Stück (Piece)",-0.3705804183,0.3589997802,0.08106446651,1.991869748,NA,NA,NA,-1.030676788,NA,0.04632255229,0.8801284935,NA,NA,-1.030676788,NA,NA,NA,NA,NA,NA,NA,NA,-0.9264510458,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26.375",74,0,NA,"20",NA,NA,"12","41","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,0,NA,NA,NA,"47","19",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","wild turkey",NA,"Meat","Meat","bird, fowl","Stück (Piece)",0.7071067812,NA,NA,-0.7071067812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37",136,0,NA,"196",NA,NA,"133","168","358",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,0,NA,NA,3,"79","293",7,NA,NA,"6",NA,21,5,NA,NA,NA,NA,NA,NA,NA,77,NA,136,NA,NA,NA,NA,NA,NA,NA
"178","yellow hammer",NA,"Meat","Meat","Bird, wild","Stück (Piece)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29.5",84,0,NA,"2092",NA,NA,"","2685","4453",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,0,NA,NA,NA,"7109","2491",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","young boar",NA,"Meat","Meat","pork, wild","Stück (Piece)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25.5",88,0,NA,"13",NA,NA,"20.25","18.37","74.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,0,NA,NA,NA,"19","4",NA,NA,NA,"",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
